track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_classical_prob,predicted_country_prob,predicted_electronic_prob,predicted_jazz_prob,predicted_rap_prob,predicted_reggae_prob,predicted_rnb_prob,predicted_rock_prob
4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,7GGoJfKFOwDNuiLjjfzyCS,181263,2018-02-09,74,0.922,0.581,10.0,0.6859774820880244,1.0,0.27,0.00104,5.86e-05,0.105,0.595,0.5438037823909766,3,jazz,0.4200490000099437,0.0016954580258291064,0.0022053983672284927,0.013226264164717633,0.2547879759326303,0.2773109860042676,0.4200490000099437,0.026810727383927136,0.003914190111456143
1F9SIR4geHCMuZcdkRzvPz,Jeepney,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,322933,2013,57,0.446,0.739,2.0,0.75525076765609,1.0,0.0367,0.449,0.0,0.52,0.27,0.21151976274976902,7,rock,0.41958518992794125,0.00858051857951241,0.23585310127525394,0.008463668912528543,0.12736299164750403,0.08554847703164928,0.03471224381196782,0.07989380881364266,0.41958518992794125
2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,49e4v89VmlDcFCMyDv9wQ9,Dean Martin,5I48ENiZiaZZSOpec6PdS5,117146,1959-01-01,61,0.451,0.24,1.0,0.41907881269191394,1.0,0.0351,0.912,2.45e-06,0.175,0.701,0.5072621420584373,0,classical,0.41948227042483255,0.27624763100188116,0.014948744799489209,0.020196941521893743,0.190990596701022,0.03455055254009001,0.026669110386767263,0.016914152624023848,0.41948227042483255
6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),246dkjvS1zLTtiykXe5h60,Post Malone,4FFBjcmX06VmazABtpRMyv,174960,2019-07-05,2,0.58,0.653,5.0,0.8365199590583418,1.0,0.0745,0.447,0.0,0.111,0.175,0.6058449608634352,6,rnb,0.4193390889590068,0.0037842800403851233,0.19347933578848464,0.11911810133070752,0.034732414174872966,0.08470848992934821,0.05110791381121262,0.4193390889590068,0.09373037596598242
5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6Z5DhADmyybfKNdymaPLjB,243266,2019-07-05,64,0.565,0.242,2.0,0.6502763561924256,1.0,0.0318,0.762,9.3e-06,0.285,0.237,0.18911347172930137,1,country,0.41869944043728136,0.015606138134078863,0.41869944043728136,0.016817955091304675,0.27620914187019213,0.04495532547377935,0.031146392566122907,0.08121895286535592,0.11534665356188475
3Kuu5vASpXK8oRsxOvau6P,Think About You,23fqKkggKUBHNkbKtXEls4,Kygo,5vZy4cohzmdhOUGCdsUNpt,208566,2019-02-14,59,0.673,0.596,10.0,0.6697645854657113,1.0,0.0354,0.166,0.0,0.11,0.19,0.4462479945549127,2,electronic,0.41868471395472734,0.006563396493643766,0.1793845114643982,0.41868471395472734,0.07047132902243165,0.05451372771697649,0.04275288678587249,0.1286787555010047,0.09895067906094543
1n4jwRVXdkK2U34nBDUKKT,BLOOD.,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,4eLPsYPBmXABThSJ821sqY,118066,2017-04-14,61,0.357,0.238,8.0,0.3058341862845444,0.0,0.265,0.142,0.0859,0.55,0.494,0.6464157226894842,3,jazz,0.41833942348100955,0.023547548298733383,0.019625975873200377,0.03200671319518634,0.41833942348100955,0.1265971402708959,0.054578880563393384,0.22924873711922972,0.09605558119835123
7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,3QJUFtGBGL05vo0kCJZsmT,salem ilese,1xWYSg7J7pxTZ113CJVy1P,136838,2020-07-24,72,0.738,0.621,0.0,0.6934288638689866,1.0,0.0486,0.424,7.39e-06,0.692,0.715,0.38547085419806504,3,jazz,0.41831276984927757,0.0018969649960244928,0.09008057154099779,0.005171225269198531,0.41831276984927757,0.056069200606156236,0.08659215539416888,0.05906608000195795,0.28281103234221827
5nF4ra7lETOa2Wc4LrQ01g,Grown Up Christmas List,6jtan6NPL80JFme8IkFiy7,Janice Javier,4A9S4XKYdQe34361BghyNX,231626,2014-01-01,30,0.444,0.425,10.0,0.7016990788126918,0.0,0.0297,0.589,8.38e-06,0.0893,0.175,0.3909220185716369,7,rock,0.4181820472212293,0.008028821534909256,0.16818179616158888,0.006314753913629704,0.31000871796418,0.008741201777259627,0.014374836582016284,0.06616782484518692,0.4181820472212293
7MOX9rPYtyOVUr1sG540xs,Titibo-Tibo,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,202453,2018-02-19,56,0.815,0.377,10.0,0.6075742067553735,1.0,0.0663,0.856,0.000243,0.0872,0.789,0.42005566629393754,3,jazz,0.417970462244998,0.02828920870584635,0.018096276378294793,0.030378821176760426,0.417970462244998,0.08243055391643092,0.09515993975308834,0.007051750213492538,0.3206229876110888
